main_speaker,views,title,url,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring
Wael Ghonim,1286663,Let's design social media that drives real change,"https://www.ted.com/talks/wael_ghonim_let_s_design_social_media_that_drives_real_change
",6,129,25,210,10,7,191,43,19,193,16,37,7,306
Ole Scheeren,2079266,Why great architecture should tell a story,"https://www.ted.com/talks/ole_scheeren_why_great_architecture_should_tell_a_story
",10,256,212,36,12,9,174,390,17,40,32,44,6,342
Jill Heinerth,1468644,The mysterious world of underwater caves,"https://www.ted.com/talks/jill_heinerth_the_mysterious_world_of_underwater_caves
",16,138,13,67,17,0,222,271,11,18,60,50,12,93
Jill Farrant,1332162,How we can make crops survive without water,"https://www.ted.com/talks/jill_farrant_how_we_can_make_crops_survive_without_water
",9,102,86,6,8,6,249,148,11,55,26,41,6,92
Oscar Schwartz,764500,Can a computer write poetry?,"https://www.ted.com/talks/oscar_schwartz_can_a_computer_write_poetry
",23,82,46,16,17,17,148,133,44,34,19,41,6,117
Achenyo Idachaba,1716203,How I turned a deadly plant into a thriving business,"https://www.ted.com/talks/achenyo_idachaba_how_i_turned_a_deadly_plant_into_a_thriving_business
",4,145,186,89,7,0,122,118,4,27,4,72,1,390
Elizabeth Lev,1477852,The unheard story of the Sistine Chapel,"https://www.ted.com/talks/elizabeth_lev_the_unheard_story_of_the_sistine_chapel
",7,258,18,7,35,18,384,354,21,38,45,54,10,152
Yanis Varoufakis,2269380,Capitalism will eat democracy -- unless we speak up,"https://www.ted.com/talks/yanis_varoufakis_capitalism_will_eat_democracy_unless_we_speak_up
",22,130,128,348,25,64,644,382,108,353,39,31,33,447
David Gruber,1853424,Glow-in-the-dark sharks and other stunning sea creatures,"https://www.ted.com/talks/david_gruber_glow_in_the_dark_sharks_and_other_stunning_sea_creatures
",9,215,21,11,4,10,276,333,7,17,87,9,4,74
Tania Simoncelli,1059854,Should you be able to patent a human gene?,"https://www.ted.com/talks/tania_simoncelli_should_you_be_able_to_patent_a_human_gene
",9,30,29,117,5,6,183,72,9,38,49,23,7,172
Auke Ijspeert,1805637,A robot that runs and swims like a salamander,"https://www.ted.com/talks/auke_ijspeert_a_robot_that_runs_and_swims_like_a_salamander
",13,31,94,14,6,7,167,120,2,16,34,49,7,71
Melati and Isabel Wijsen,1219306,Our campaign to ban plastic bags in Bali,"https://www.ted.com/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali
",33,175,37,242,10,4,69,81,3,127,33,61,14,721
Linda Liukas,1617536,A delightful way to teach kids about computers,"https://www.ted.com/talks/linda_liukas_a_delightful_way_to_teach_kids_about_computers
",129,331,66,69,38,31,139,190,42,63,14,89,27,501
Andrés Ruzo,1198546,The boiling river of the Amazon,"https://www.ted.com/talks/andres_ruzo_the_mythical_boiling_river_of_the_amazon
",32,275,17,58,34,5,322,413,9,67,90,29,20,462
Judson Brewer,8107178,A simple way to break a bad habit,"https://www.ted.com/talks/judson_brewer_a_simple_way_to_break_a_bad_habit
",36,172,241,60,55,48,1987,673,126,887,51,223,4,1209
Pardis Sabeti,1169214,How we'll fight the next deadly virus,"https://www.ted.com/talks/pardis_sabeti_how_we_ll_fight_the_next_deadly_virus
",0,90,9,66,6,4,105,17,5,69,1,29,0,152
Matthew Williams,1074684,Special Olympics let me be myself -- a champion,"https://www.ted.com/talks/matthew_williams_special_olympics_let_me_be_myself_a_champion
",2,108,4,281,8,1,124,30,6,64,16,16,2,379
Dambisa Moyo,1440785,Economic growth has stalled. Let's fix it,"https://www.ted.com/talks/dambisa_moyo_economic_growth_has_stalled_let_s_fix_it
",20,13,16,35,22,35,135,36,81,126,1,74,18,62
Sean Follmer,1406128,Shape-shifting tech will change work as we know it,"https://www.ted.com/talks/sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it
",20,65,209,30,5,11,186,345,41,27,120,39,7,205
Gregory Heyworth,761052,How I'm discovering the secrets of ancient texts,"https://www.ted.com/talks/gregory_heyworth_how_i_m_discovering_the_secrets_of_ancient_texts
",1,42,72,12,11,2,241,246,0,20,30,30,4,115
Mike Velings,1184159,The case for fish farming,"https://www.ted.com/talks/mike_velings_the_case_for_fish_farming
",6,12,28,13,13,13,318,87,20,150,10,12,8,150
Dorothy Roberts,1008812,The problem with race-based medicine,"https://www.ted.com/talks/dorothy_roberts_the_problem_with_race_based_medicine
",3,20,9,45,24,18,248,52,81,93,25,40,47,84
Jocelyne Bloch,2152900,The brain may be able to repair itself -- with help,"https://www.ted.com/talks/jocelyne_bloch_the_brain_may_be_able_to_repair_itself_with_help
",10,59,172,44,6,12,444,448,1,35,117,47,4,218
Celeste Headlee,8444981,10 ways to have a better conversation,"https://www.ted.com/talks/celeste_headlee_10_ways_to_have_a_better_conversation
",1704,1494,531,200,35,26,3599,1843,38,1754,115,199,30,2853
Shonda Rhimes,3148366,My year of saying yes to everything,"https://www.ted.com/talks/shonda_rhimes_my_year_of_saying_yes_to_everything
",234,1121,88,573,127,43,199,359,64,300,101,126,95,2010
Allan Adams,2233265,What the discovery of gravitational waves means,"https://www.ted.com/talks/allan_adams_what_the_discovery_of_gravitational_waves_means
",20,175,91,34,40,43,472,531,35,28,98,83,20,299
Raffaello D'Andrea,2560359,Meet the dazzling flying machines of the future,"https://www.ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future
",26,278,319,26,16,8,468,676,9,25,366,98,8,318
Al Gore,1624248,The case for optimism on climate change,"https://www.ted.com/talks/al_gore_the_case_for_optimism_on_climate_change
",18,233,34,234,22,12,719,176,50,496,101,17,34,956
Dalia Mogahed,2520181,What it's like to be Muslim in America,"https://www.ted.com/talks/dalia_mogahed_what_do_you_think_when_you_look_at_me
",57,1152,70,1774,22,26,647,358,129,485,77,120,58,1845
Audrey Choi,1677370,How to make a profit while making a difference,"https://www.ted.com/talks/audrey_choi_how_to_make_a_profit_while_making_a_difference
",3,30,9,32,6,5,145,51,22,134,7,94,7,156
Mary Bassett,1072558,Why your doctor should care about social justice,"https://www.ted.com/talks/mary_bassett_why_your_doctor_should_care_about_social_justice
",6,18,3,48,14,3,98,14,21,66,5,42,10,82
Ivan Coyote,1546530,Why we need gender-neutral bathrooms,"https://www.ted.com/talks/ivan_coyote_why_we_need_gender_neutral_bathrooms
",48,278,16,374,27,39,177,26,137,233,24,77,77,317
Thomas Peschak,901880,Dive into an ocean photographer's world,"https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world
",8,540,7,44,5,4,128,274,7,74,113,16,2,357
Magda Sayeg,1260939,How yarn bombing grew into a worldwide movement,"https://www.ted.com/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement
",47,164,43,28,2,5,19,43,19,19,9,78,4,128
Russ Altman,1587090,What really happens when you mix medications?,"https://www.ted.com/talks/russ_altman_what_really_happens_when_you_mix_medications
",33,36,146,12,8,7,581,241,11,123,18,42,8,105
Alexander Betts,823110,Our refugee system is failing. Here's how we can fix it,"https://www.ted.com/talks/alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it
",8,61,81,209,15,18,392,59,79,250,20,30,29,477
Travis Kalanick,1587546,Uber's plan to get more people into fewer cars,"https://www.ted.com/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars
",29,14,100,31,13,10,320,160,53,106,21,66,40,190
Reshma Saujani,3325490,"Teach girls bravery, not perfection","https://www.ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection
",27,373,79,1426,18,12,570,425,24,659,79,70,27,2273
Caleb Harper,1589527,This computer will grow your food in the future,"https://www.ted.com/talks/caleb_harper_this_computer_will_grow_your_food_in_the_future
",69,192,232,33,17,7,318,371,27,68,104,38,17,503
Laura Robinson,1487112,The secrets I find on the mysterious ocean floor,"https://www.ted.com/talks/laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor
",4,139,9,5,9,14,164,84,0,4,8,45,1,41
Mileha Soneji,854226,Simple hacks for life with Parkinson's,"https://www.ted.com/talks/mileha_soneji_simple_hacks_for_life_with_parkinson_s
",11,142,171,22,3,1,115,120,4,22,29,11,2,294
Tshering Tobgay,1954438,This country isn't just carbon neutral -- it's carbon negative,"https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative
",59,876,99,221,6,27,375,309,9,415,96,52,9,1589
Casey Gerald,1399811,The gospel of doubt,"https://www.ted.com/talks/casey_gerald_the_gospel_of_doubt
",96,656,102,497,38,50,102,201,83,306,89,48,18,1099
Joe Gebbia,2019969,How Airbnb designs for trust,"https://www.ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust
",115,112,135,100,13,3,321,374,17,144,22,42,18,665
Tim Urban,14745406,Inside the mind of a master procrastinator,"https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator
",7445,722,1957,1026,53,22,2349,1864,65,1770,326,280,43,4387
Jessica Ladd,1224191,The reporting system that sexual assault survivors want,"https://www.ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want
",3,82,129,162,8,6,291,26,40,179,19,45,21,213
Arthur Brooks,1132964,A conservative's plea: Let's work together,"https://www.ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together
",23,39,29,99,19,16,163,61,82,150,14,60,24,354
Meron Gribetz,1575381,A glimpse of the future through an augmented reality headset,"https://www.ted.com/talks/meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset
",22,54,134,21,9,11,174,288,57,25,108,53,18,185
Adam Foss,1723874,A prosecutor's vision for a better justice system,"https://www.ted.com/talks/adam_foss_a_prosecutor_s_vision_for_a_better_justice_system
",18,369,112,510,7,1,630,202,19,695,83,17,8,1159
Carol Fishman Cohen,1546664,How to get back to work after a career break,"https://www.ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break
",20,20,23,34,6,13,143,23,16,63,1,72,7,280
Latif Nasser,2272081,You have no idea where camels really come from,"https://www.ted.com/talks/latif_nasser_you_have_no_idea_where_camels_really_come_from
",623,87,94,18,31,9,509,519,27,62,158,56,21,198
Siyanda Mohutsiwa,992773,How young Africans found a voice on Twitter,"https://www.ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter
",26,54,25,95,2,0,112,52,3,45,10,29,0,267
Alex Kipman,2224913,A futuristic vision of the age of holograms,"https://www.ted.com/talks/alex_kipman_the_dawn_of_the_age_of_holograms
",20,148,155,9,51,19,254,517,50,18,343,66,35,270
Angélica Dass,1961502,The beauty of human skin in every color,"https://www.ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color
",17,1024,120,431,15,6,268,198,8,97,64,86,9,822
Dan Gross,1096198,Why gun violence can't be our new normal,"https://www.ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal
",4,597,13,1298,11,15,1545,424,159,3024,9,35,27,3090
Lisa Nip,1468353,How humans could evolve to survive in space,"https://www.ted.com/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space
",12,59,37,51,24,13,299,189,156,49,34,67,17,199
Knut Haanaes,1743987,Two reasons companies fail -- and how to avoid them,"https://www.ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them
",18,14,46,63,16,11,391,76,8,143,4,94,7,291
Adam Grant,6484404,The surprising habits of original thinkers,"https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
",1017,171,343,314,40,12,1394,683,34,690,73,90,23,2755
Haley Van Dyck,961158,How a start-up in the White House is changing business as usual,"https://www.ted.com/talks/haley_van_dyck_how_a_start_up_in_the_white_house_is_changing_business_as_usual
",18,32,27,46,11,9,149,46,14,45,17,23,22,171
Parag Khanna,902761,How megacities are changing the map of the world,"https://www.ted.com/talks/parag_khanna_how_megacities_are_changing_the_map_of_the_world
",1,29,52,17,36,17,364,215,50,97,44,24,22,220
Danielle Feinberg,2617414,The magic ingredient that brings Pixar movies to life,"https://www.ted.com/talks/danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life
",120,965,134,85,6,14,324,584,15,48,92,63,16,873
Tabetha Boyajian,2841795,The most mysterious star in the universe,"https://www.ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe
",42,52,38,21,23,16,410,554,43,39,204,50,18,153
Robert Palmer,1015683,The Panama Papers exposed a huge global problem. What's next?,"https://www.ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next
",5,10,9,72,28,12,245,65,38,97,20,74,13,33
Linus Torvalds,2399273,The mind behind Linux,"https://www.ted.com/talks/linus_torvalds_the_mind_behind_linux
",206,129,119,115,58,18,539,363,4,54,30,107,5,682
Hugh Evans,1360404,What does it mean to be a citizen of the world?,"https://www.ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world
",45,168,31,213,20,9,220,108,25,279,29,32,21,859
Stephen Petranek,1419325,Your kids might live on Mars. Here's how they'll survive,"https://www.ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive
",29,36,68,46,14,14,359,264,49,348,72,26,11,292
Paula Hammond,1417316,A new superweapon in the fight against cancer,"https://www.ted.com/talks/paula_hammond_a_new_superweapon_in_the_fight_against_cancer
",3,26,143,19,2,4,324,186,8,28,58,15,6,222
Astro Teller,2300106,The unexpected benefit of celebrating failure,"https://www.ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure
",15,16,170,117,9,11,190,208,18,83,40,81,16,565
Mary Norris,1060918,The nit-picking glory of The New Yorker's Comma Queen,"https://www.ted.com/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen
",172,60,24,4,4,3,156,66,9,26,2,61,8,31
Christiana Figueres,1031398,The inside story of the Paris climate agreement,"https://www.ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement
",1,70,25,66,23,3,132,79,29,85,3,37,12,167
Chris Anderson,2952041,TED's secret to great public speaking,"https://www.ted.com/talks/chris_anderson_teds_secret_to_great_public_speaking
",39,95,111,33,12,18,902,266,25,416,23,179,14,539
Joshua Prager,1531062,Wisdom from great writers on every year of life,"https://www.ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life
",34,140,39,77,11,19,42,68,9,36,19,102,14,197
Juan Enriquez,1973225,We can reprogram life. How to do it wisely,"https://www.ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely
",149,36,55,40,6,5,416,299,29,191,51,25,16,172
Aditi Gupta,1428083,A taboo-free way to talk about periods,"https://www.ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods
",36,86,60,275,4,6,370,67,0,81,21,49,8,331
Kenneth Lacovara,1426970,Hunting for dinosaurs showed me our place in the universe,"https://www.ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe
",27,129,65,100,12,4,394,366,7,95,58,54,4,407
Shivani Siroya,1437353,A smart loan for people with no credit history (yet),"https://www.ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet
",7,169,169,56,12,7,253,179,18,90,11,53,9,308
R. Luke DuBois,1222519,Insightful human portraits made from data,"https://www.ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data
",92,122,243,16,3,14,153,360,7,26,53,12,2,111
Ameera Harouda,961423,Why I put myself in danger to tell the stories of Gaza,"https://www.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza
",17,138,4,295,6,24,135,54,90,28,30,52,22,259
Michael Metcalfe,1184083,A provocative way to finance the fight against climate change,"https://www.ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change
",0,16,36,14,23,30,166,29,38,93,6,15,5,57
Riccardo Sabatini,1503016,How to read the genome and build a human being,"https://www.ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being
",52,58,163,12,5,1,465,419,8,44,216,34,6,178
Sarah Gray,1431262,How my son's short life made a lasting difference,"https://www.ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference
",8,232,12,162,15,3,98,61,4,39,60,20,0,268
Alice Rawsthorn,914011,"Pirates, nurses and other rebel designers","https://www.ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers
",7,19,29,4,12,4,94,70,12,38,5,54,7,61
Dan Pallotta,1836233,The dream we haven't dared to dream,"https://www.ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream
",24,504,39,327,37,22,49,120,66,131,37,59,11,788
Monica Byrne,876021,A sci-fi vision of love from a 318-year-old hologram,"https://www.ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram
",11,205,66,19,38,33,7,152,37,8,42,40,23,56
